Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID
Administrative Forest Boundaries Web Map Service,administrative-forest-boundaries-web-map-service,WebService,0a54a6ea-23c6-43ce-83fb-661200bfe6fe,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2016-01-27,DEPRECATED - The resource(s) that this record refe...,obsolete,"http://openmaps.gov.bc.ca/kml/BCGov_Administrative_Forest_Boundaries_loader.kml,", kml, KML with GroundOverlays for use in Google Earth, e28b0a1d-2794-415d-826c-78c2cc0a5145,
Administrative Forest Boundaries Web Map Service,administrative-forest-boundaries-web-map-service,WebService,0a54a6ea-23c6-43ce-83fb-661200bfe6fe,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2016-01-27,DEPRECATED - The resource(s) that this record refe...,obsolete,http://openmaps.gov.bc.ca/mapserver/forest-admin-boundaries?, wms, (DEPRECATED) WMS URL for use in viewers such as ESRI tools, 37b58a4a-9197-4a35-bbbb-592d4a9cd80a,
Administrative Boundaries Web Map Service,administrative-boundaries-web-map-service,WebService,acd65a5b-7b1a-45dd-91b5-537587d5c834,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2016-01-27,DEPRECATED - The resource(s) that this record refe...,obsolete,"http://openmaps.gov.bc.ca/mapserver/admin-boundaries?service=wms&request=getcapabilities&version=1.1.1,",xml,(DEPRECATED) getCapabilities request,7ad8cd1d-f570-4c9b-bd51-6c6e455286fb,
Administrative Boundaries Web Map Service,administrative-boundaries-web-map-service,WebService,acd65a5b-7b1a-45dd-91b5-537587d5c834,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2016-01-27,DEPRECATED - The resource(s) that this record refe...,obsolete,"http://openmaps.gov.bc.ca/kml/BCGov_Administrative_Boundaries_loader.kml,", kml, KML with GroundOverlays for use in Google Earth, 0d8901d6-5977-43a3-ab4b-7693bb43fcf6,
Administrative Boundaries Web Map Service,administrative-boundaries-web-map-service,WebService,acd65a5b-7b1a-45dd-91b5-537587d5c834,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2016-01-27,DEPRECATED - The resource(s) that this record refe...,obsolete,http://openmaps.gov.bc.ca/mapserver/admin-boundaries?, wms, (DEPRECATED) WMS URL for use in viewers such as ESRI tools, 1920a237-6ac6-4cfc-bf57-3dd38a5f75a0,
Imagery Web Map Service,imagery-web-map-service,WebService,73b2a989-df6b-4298-bd38-c60f0254a453,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,"http://openmaps.gov.bc.ca/imagex/ecw_wms.dll?service=wms&request=getcapabilities&version=1.3.0,",xml,getCapabilities request,88ac8f22-b052-46eb-b954-e4fb1c6a947c,
Imagery Web Map Service,imagery-web-map-service,WebService,73b2a989-df6b-4298-bd38-c60f0254a453,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,"http://openmaps.gov.bc.ca/kml/BCGov_Imagery_loader.kml,", kml, KML with GroundOverlays for use in Google Earth, c801ceeb-0d9b-4139-a06f-6cfcfd50b33a,
Imagery Web Map Service,imagery-web-map-service,WebService,73b2a989-df6b-4298-bd38-c60f0254a453,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,http://openmaps.gov.bc.ca/imagex/ecw_wms.dll?, wms, WMS URL for use in viewers such as ESRI tools, 6086aee1-ecb2-4ab3-86f0-15f0f3a2e0b5,
Imagery Spot 15m Web Map Service,imagery-spot-15m-web-map-service,WebService,bcad8f9e-274b-4a29-9e06-d05def3a50c2,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,"http://openmaps.gov.bc.ca/imagex/ecw_wms.dll?wms_spot15m?service=wms&request=getcapabilities&version=1.3.0,",xml,getCapabilities request ,3ad594a6-8e62-49b2-bee9-cdb76e399356,
Imagery Spot 15m Web Map Service,imagery-spot-15m-web-map-service,WebService,bcad8f9e-274b-4a29-9e06-d05def3a50c2,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,"http://openmaps.gov.bc.ca/kml/BCGOV_Spot_15m_loader.kml,", kml, KML with GroundOverlays for use in Google Earth, a0615297-afb9-4496-9862-3ed6743f5552,
Imagery Spot 15m Web Map Service,imagery-spot-15m-web-map-service,WebService,bcad8f9e-274b-4a29-9e06-d05def3a50c2,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,http://openmaps.gov.bc.ca/imagex/ecw_wms.dll?wms_spot15m?, wms, WMS URL for use in viewers such as ESRI tools, 3861ac31-0ce6-4ae7-891d-126ed2126096,
Imagery by Forest District Web Map Service,imagery-by-forest-district-web-map-service,WebService,2a06adae-aaa2-4cda-b8db-b27b53c15125,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,"http://openmaps.gov.bc.ca/imagex/ecw_wms.dll?wms_forest_districts?service=wms&request=getcapabilities&version=1.3.0,",xml,getCapabilities request,879aaca0-99ea-4f3d-bda9-45a21e5363c5,
Imagery by Forest District Web Map Service,imagery-by-forest-district-web-map-service,WebService,2a06adae-aaa2-4cda-b8db-b27b53c15125,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,"http://openmaps.gov.bc.ca/kml/BCGov_Imagery_By_Forest_District_loader.kml,", kml, KML with GroundOverlays for use in Google Earth, 957edb14-fcaf-4070-bda8-381794e444da,
Imagery by Forest District Web Map Service,imagery-by-forest-district-web-map-service,WebService,2a06adae-aaa2-4cda-b8db-b27b53c15125,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,http://openmaps.gov.bc.ca/imagex/ecw_wms.dll?wms_forest_districts?, wms, WMS URL for use in viewers such as ESRI tools, 0d59ba17-893d-41a7-b07d-694796190a5a,
Landsat Web Map Service,landsat-web-map-service,WebService,ac0a7aa9-f56d-45b1-bd17-8554843de6a5,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,"http://openmaps.gov.bc.ca/imagex/ecw_wms.dll?wms_landsat?service=wms&request=getcapabilities&version=1.3.0,",xml,getCapabilities request,1e71b540-8e19-4abe-ae16-0c3b85cfe1b1,
Landsat Web Map Service,landsat-web-map-service,WebService,ac0a7aa9-f56d-45b1-bd17-8554843de6a5,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,"http://openmaps.gov.bc.ca/kml/BCGov_Landsat_loader.kml,", kml, KML with GroundOverlays for use in Google Earth, bc7aba42-4548-421f-a93d-13d89191b0b1,
Landsat Web Map Service,landsat-web-map-service,WebService,ac0a7aa9-f56d-45b1-bd17-8554843de6a5,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Access Only,LOW-PUBLIC,Public,Public,2012-11-07,2015-09-14,The Data and Resource link below provides web serv...,completed,http://openmaps.gov.bc.ca/imagex/ecw_wms.dll?wms_landsat?, wms, WMS URL for use in viewers such as ESRI tools, 3cbe800c-fbfb-43cd-aab6-b7bf8cb092a8,
GovTogetherBC In-person Opportunities RSS Feed,govtogetherbc-in-person-opportunities-rss-feed,WebService,d7539928-56b2-4f3d-b7c6-004f7aaee0ab,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-12-14,This is an RSS feed of all in-person engagement op...,completed,https://www2.gov.bc.ca/govtogetherbc/subscribe/rss/type/inperson.page?,xml,Download RSS Feed,0bb8290f-a52c-41b7-b0e2-e64d2c32fd19,
GovTogetherBC Health and Safety-related Engagement Opportunities RSS Feed,govtogetherbc-health-and-safety-related-engagement-opportunities-rss-feed,WebService,e6459898-3b05-431d-aa46-c6c7c0c95faf,d2e433a1-b785-4d03-8a2b-392069175eb4,"Government Communications And Public Engagement, Enterprise Data Services",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-09-14,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/health_and_safety/all.page?,xml,Download RSS Feed,1d87bd32-cfab-4903-9d0b-798567427209,
GovTogetherBC Telephone Opportunities RSS Feed,govtogetherbc-telephone-opportunities-rss-feed,WebService,068ccc3b-a465-408f-95ab-234b3d833c8c,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-18,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/type/telephone.page?,xml,Download RSS Feed,c27138c8-d4fc-4cb6-b26d-ed0755628699,
GovTogetherBC Government-related Engagement Opportunities RSS Feed,govtogetherbc-government-related-engagement-opportunities-rss-feed,WebService,1b50a9b3-6a62-40b2-ae3c-17e57976e38c,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-18,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/government/all.page?,xml,Download RSS Feed,a1a06688-2688-4b63-8db0-fb2093d4695a,
GovTogetherBC Families and Residents - related Engagement Opportunities RSS Feed,govtogetherbc-families-and-residents-related-engagement-opportunities-rss-feed,WebService,d8ead97c-727c-4afa-ac19-0d7d0c848e51,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-18,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/families_and_residents/all.page?,xml,Download RSS Feed,b1765c4c-26bb-47c6-a9b4-a3f50fededd8,
GovTogetherBC Immigration and Tourism-related Engagement Opportunities RSS Feed,govtogetherbc-immigration-and-tourism-related-engagement-opportunities-rss-feed,WebService,16a437e8-0686-4dfb-a29a-94b618112979,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-18,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/immigration_and_tourism/all.page?,xml,Download RSS Feed,f4e07ff2-ed23-49c4-ae04-123b4b63e42b,
GovTogetherBC Business and Investing-related Engagement Opportunities RSS Feed,govtogetherbc-business-and-investing-related-engagement-opportunities-rss-feed,WebService,cd3aa6f5-04c6-41d8-8682-31d5ba31b8f4,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-18,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/business_and_investing/all.page?,xml,Download RSS Feed,844f3b45-81a8-4682-a6ec-bea520247e5f,
GovTogetherBC Education and Training-related Engagement Opportunities RSS Feed,govtogetherbc-education-and-training-related-engagement-opportunities-rss-feed,WebService,b9b08091-1ad0-4467-88a0-57c1984fa8e5,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-18,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/education_and_training/all.page?,xml,Download RSS Feed,fda418e8-088a-4539-b053-56b3d3a497b5,
GovTogetherBC Environment-related Engagement Opportunities RSS Feed,govtogetherbc-environment-related-engagement-opportunities-rss-feed,WebService,0a92d11d-01da-41fc-8ce7-3ff7b533e654,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-18,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/environment/all.page?,xml,Download RSS Feed,3c1514c3-2d01-4584-b0d1-7d93b68036e8,
GovTogetherBC Mail Opportunities RSS Feed,govtogetherbc-mail-opportunities-rss-feed,WebService,303f635f-99d5-4ba7-bb07-b82e4314c4e5,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-18,This is an RSS feed of all engagement opportunitie...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/type/mail.page?,xml,Download RSS Feed,d089f9b3-b4c2-4547-9dee-e6174a5c9df7,
GovTogetherBC Online Opportunities RSS Feed,govtogetherbc-online-opportunities-rss-feed,WebService,d5c7d27d-7679-4444-a568-3e5a3a1c36b1,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-17,This is an RSS feed of all online engagement oppor...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/type/online.page?,xml,Download RSS Feed,deb82efb-1501-48d6-95b7-f3f5a221da36,
GovTogetherBC Site wide RSS Feed,govtogetherbc-site-wide-rss-feed,WebService,a8a306b5-9cb1-4566-ba9c-6859b70ef9c6,c8e05b5a-5b86-4f80-97e5-23e296b7f149,"Ministry Of Technology Innovation And Citizens Services, Citizen Engagement",Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-04,2015-03-17,This is an RSS feed of all content available on ww...,completed,http://www2.gov.bc.ca/govtogetherbc/subscribe/rss/sitewide.page?,xml,Download RSS Feed,5d7be691-ce75-47bf-b60b-9d4687372ffd,
