Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
RESULTS - Activity Treatment Units (Polygons),results-activity-treatment-units-polygons,Geographic,8f5f7750-c5e3-4dc1-a5a8-3567f46ac731,25d7d485-f358-4612-8aff-71f6da701752,Resource Practices,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,DEPRECATED - The resource(s) that this record refe,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) RESULTS - Activity Treatment Units (Polygons),38891abe-474f-4049-8328-b80b8e46f9dc,Data,WHSE_FOREST_VEGETATION.RSLT_ACTIVITY_TREAT_UNT_POLY
Workforce Driver Accommodation Route System,workforce-driver-accommodation-route-system,Geographic,807030fc-2783-4048-b932-5a1cf2a11453,aa44dd04-942c-436c-b062-32ca32314ad9,Vancouver Olympic Organizing Committee,Economy,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Olympic Route networks for transporting bus driver,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Workforce Driver Accommodation Route System,cba5c7dc-8294-4819-8a25-21e3b3eba7ac,Data,WHSE_IMAGERY_AND_BASE_MAPS.DRP_OLY_RTE_WKF_DRIVER_SP
Marbled Murrelet Radar Survey Sites 2002 - Lower Mainland,marbled-murrelet-radar-survey-sites-2002-lower-mainland,Geographic,0dc62d82-7d53-48cf-a5c2-634aa3a504c9,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Survey sites in the Lower mainland for the Marbled,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Marbled Murrelet Radar Survey Sites 2002 - Lower Mainland,63c1f030-1647-4fe5-ab12-8c603c0137de,Data,REG_LAND_AND_NATURAL_RESOURCE.MARBLED_MURR_SURVEY_LMR_POINT
Marten Capability Ratings Okanagan Shuswap TSA,marten-capability-ratings-okanagan-shuswap-tsa,Geographic,0fbd3fdc-fc8f-4e5a-b949-7733ba39324d,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Marten capability in the Okanagan TSA.,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Marten Capability Ratings Okanagan Shuswap TSA,94c7c82e-4c0c-4baf-9d90-d8e605198b51,Data,REG_LAND_AND_NATURAL_RESOURCE.MARTEN_CAPABILITY_TOK_POLY
Public Recreation Huts - DSQ,public-recreation-huts-dsq,Geographic,e5b6f510-2ce4-46e3-a7fb-f829f7582183,ac0d247a-edb7-4d72-9d3d-6181d2a0b696,Regional Operations - South Coast,Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,Public recreation huts in the Squamish Forest Dist,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Public Recreation Huts - DSQ,a8cd8d79-b51b-4524-a81c-ea878227dc9c,Data,REG_HUMAN_CULTURAL_ECONOMIC.PUBLIC_RECREAT_HUTS_DSQ_POINT
Small Business Forest Enterprise Program for Eastcoast VI - Line,small-business-forest-enterprise-program-for-eastcoast-vi-line,Geographic,86aa5865-bd06-4be5-996d-279d779aad9e,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Small Business Forest Enterprise Program,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Small Business Forest Enterprise Program for Eastcoast VI - Line,37da1332-cbeb-4b22-bbf2-8e9715e45289,Data,REG_LEGAL_AND_ADMIN_BOUNDARIES.SMALL_BUS_FOR_PROG_EC_LINE
Soo Moose and Deer Approved Ungulate Winter Ranges - LMR,soo-moose-and-deer-approved-ungulate-winter-ranges-lmr,Geographic,0ae9e808-d12d-44b4-bc8e-558fbb6425d0,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Soo Moose and Deer Approved Ungulate Winter Ranges,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Soo Moose and Deer Approved Ungulate Winter Ranges - LMR,a4d3f07f-5313-475a-bb75-f340216250bf,Data,REG_LAND_AND_NATURAL_RESOURCE.MOOSE_DEER_APPROVED_SOO_POLY
"NTS BC Contour Lines 1:250,000 - Digital Baseline Mapping (NTS)",nts-bc-contour-lines-1-250-000-digital-baseline-mapping-nts,Geographic,2fd95f4f-409b-4c20-a0a6-79393173fb47,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,SDE layer containing contours.,completed,http://test.apps.gov.bc.ca/notice/edc/faq/,other,"NTS BC Contour Lines 1:250,000 - Digital Baseline Mapping (NTS)",1844f980-8d5a-4c85-8de3-733ffc7500bb,Data,WHSE_BASEMAPPING.NTS_BC_CONTOUR_LINES_125M
Fisher Potential Distribution - DSQ,fisher-potential-distribution-dsq,Geographic,9cd83aa1-3815-4494-a54b-81567b3d306c,521b87d0-306a-412e-bcab-8ea9f41ec539,"Fish, Wildlife and Habitat Management",Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,Potential Distribution for the Fisher within the S,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Fisher Potential Distribution - DSQ,f36e505d-90fd-414c-87b0-010cc8e45143,Data,REG_LAND_AND_NATURAL_RESOURCE.FISHER_POTENTIAL_DSQ_POLY
"NTS BC Landform Points 1:250,000 - Digital Baseline Mapping (NTS)",nts-bc-landform-points-1-250-000-digital-baseline-mapping-nts,Geographic,eec4f7b6-0677-472d-8630-1c6b1016e2ff,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,SDE layer containing the symbols for landforms suc,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=1704,other,"NTS BC Landform Points 1:250,000 - Digital Baseline Mapping (NTS)",ca9f3a9e-ea3c-49bc-96ae-b1ee5aff4c62,Data,WHSE_BASEMAPPING.NTS_BC_LANDFORM_POINTS_125M
Caribou Recovery Areas - Lines - Kootenay Region,caribou-recovery-areas-lines-kootenay-region,Geographic,56fe6b42-30b8-40da-92d2-eac110025f7b,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Caribou Recovery Areas Lines for the Kootenay Regi,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Caribou Recovery Areas - Lines - Kootenay Region,12a329f3-4f29-40b6-8676-9effcf6daad0,Data,REG_LAND_AND_NATURAL_RESOURCE.CARIBOU_RECOVERY_AREA_KOR_LINE
"BC Transport Lines 1:2,000,000  (Digital Baseline Mapping)",bc-transport-lines-1-2-000-000-digital-baseline-mapping,Geographic,fdd2370d-6a66-4c99-9ec8-ea5c99f81f64,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,"SDE Layer containing roads, railways, airports, et",completed,http://apps.gov.bc.ca/notice/edc/faq/,other,"BC Transport Lines 1:2,000,000  (Digital Baseline Mapping)",8f8ef747-56df-4be1-b43a-7429bf5ba10e,Data,WHSE_BASEMAPPING.BC_TRANSPORT_LINES_500M
Isobel Lake Ecosystem Mapping (Stand Structure) Kamloops TSA,isobel-lake-ecosystem-mapping-stand-structure-kamloops-tsa,Geographic,d2bdffd9-d884-401a-9264-0b6a1cb20d04,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Isobel Lake Ecosystem Mapping (Stand Structure),completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Isobel Lake Ecosystem Mapping (Stand Structure) Kamloops TSA,74f8cabc-b780-481b-915e-00af4e7ac27e,Data,REG_LAND_AND_NATURAL_RESOURCE.ISOBEL_LK_STND_STRUCT_TKA_POLY
Sensitive Habitat Atlas Stream Data for CSRD - Line 3,sensitive-habitat-atlas-stream-data-for-csrd-line-3,Geographic,6b588406-090e-48d9-867e-a957a422f398,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Stream data with Fish Presence for CSRD,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Sensitive Habitat Atlas Stream Data for CSRD - Line 3,fce21a8c-23be-4e85-86b4-baee82591a11,Data,REG_LAND_AND_NATURAL_RESOURCE.SENSITIVE_STREAM3_CSRD_LINE
(7.5M) Bathymetric  - The Atlas of Canada Base Maps for BC,7-5m-bathymetric-the-atlas-of-canada-base-maps-for-bc,Geographic,74472a44-d9e5-475a-8abe-d54af6fbb51f,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,Canadian Wildlife Service,Service,Access Only,LOW-SENSITIVITY,Public,Government,2014-12-15,2016-02-03,Contour lines representing values of equal elevati,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,(7.5M) Bathymetric  - The Atlas of Canada Base Maps for BC,298fe122-b905-4eed-ac0e-19d07bf5c7f0,Data,WHSE_BASEMAPPING.DBM_BC_7H_MIL_BATHYMETRC_POLY
(7.5M) Boundary Lines  - The Atlas of Canada Base Maps,7-5m-boundary-lines-the-atlas-of-canada-base-maps,Geographic,6bbf4ad7-55f0-4c7d-87e5-d562606e0039,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,Canadian Wildlife Service,Service,Access Only,LOW-SENSITIVITY,Public,Government,2014-12-15,2016-02-03,"lnternational boundaries, Canada/Greenland dividin",onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,(7.5M) Boundary Lines  - The Atlas of Canada Base Maps,b233db85-4f67-4ad7-a57c-404c4479eafe,Data,WHSE_BASEMAPPING.DBM_7H_MIL_BOUNDARIES_LINE
Log Handling Tenure Applications for QCI,log-handling-tenure-applications-for-qci,Geographic,7338c7db-2078-48b7-948c-d7b2b28384cf,32cf90fc-9350-4ab6-995f-11a66125b5a1,Forest Tenures,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Log Handling Tenure Applications for QCI,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Log Handling Tenure Applications for QCI,282ff10d-eaee-422a-bca4-a76eab2d0d61,Data,REG_LAND_AND_NATURAL_RESOURCE.LOG_TENURE_APP_QC_POLY
"Atlas of Canada 1,000,000 National Frameworks Data - Roads",atlas-of-canada-1-000-000-national-frameworks-data-roads,Geographic,a960b4a4-50ac-4a39-9bae-b11b7e8b418c,b6450a35-2fe0-46ea-a6c5-8f0470b63ca1,Natural Resources Canada,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-15,2016-02-03,Atlas of Canada National Scale Frameworks data are,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,"Atlas of Canada 1,000,000 National Frameworks Data - Roads",7792193c-29b2-43e7-a2bb-eedaaa5b0b7f,Data,WHSE_IMAGERY_AND_BASE_MAPS.DRP_ROADS_1M_SP
Water Management Personnel Areas - Line,water-management-personnel-areas-line,Geographic,7b4a8e99-84a3-42ed-8f5e-cbe09037682d,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Water management personel areas,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Water Management Personnel Areas - Line,d594839d-93a7-462d-bad0-2b42c16ba3c5,Data,REG_LEGAL_AND_ADMIN_BOUNDARIES.WATER_MAN_PERSONEL_VI_LINE
"Atlas of Canada 1,000,000 National Frameworks Data - Political Boundaries",atlas-of-canada-1-000-000-national-frameworks-data-political-boundaries,Geographic,f8b55122-f260-46af-963a-f7adbfe78cb4,b6450a35-2fe0-46ea-a6c5-8f0470b63ca1,Natural Resources Canada,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-15,2016-02-03,1:1million Political Boundaries from the Natural R,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,"Atlas of Canada 1,000,000 National Frameworks Data - Political Boundaries",d443e6b9-7c7e-4c78-9aeb-1ca8eda3d2ad,Data,WHSE_LEGAL_ADMIN_BOUNDARIES.DRP_POLITICAL_BOUNDARIES_1M_SP
Log Handling Tenures for QCI,log-handling-tenures-for-qci,Geographic,4ad8ba16-381d-470d-a59c-83d4cb56460a,32cf90fc-9350-4ab6-995f-11a66125b5a1,Forest Tenures,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Log Handling Tenures for QCI,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Log Handling Tenures for QCI,33109bb4-4c63-45f2-bca1-6e55812dc525,Data,REG_LAND_AND_NATURAL_RESOURCE.LOG_TENURE_QC_POLY
FRBC Fish And Fish Habitat Inv Proj Areas 1999/00 SIR Lines,frbc-fish-and-fish-habitat-inv-proj-areas-1999-00-sir-lines,Geographic,389c2ac2-00d9-4bbd-af5f-9fb1efc0ce28,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,A line coverage of FRBC Funded Fish and Fish Habit,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,FRBC Fish And Fish Habitat Inv Proj Areas 1999/00 SIR Lines,5abebbef-2825-403e-b61d-0087f2a08a55,Data,REG_LAND_AND_NATURAL_RESOURCE.FISH_HAB_INV_1999_2000_LINE
ALR Applications (Spatial View),alr-applications-spatial-view,Geographic,48165eb9-cd44-4c3a-a178-ab5c0b9d9ebc,38bde0e2-c4e6-4089-a2a0-6620bc556809,Agricultural Land Commission,Natural Resources,Access Only,LOW-PUBLIC,Named users,Named users,2014-12-15,2016-02-03,The spatial view APPLICATIONS is a multi part poly,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Public view only,2f981d5d-b581-4e47-a0a9-93cb5b3d05e5,Data,WHSE_LEGAL_ADMIN_BOUNDARIES.OATS_ALR_APPLICATIONS_SVW
"Federal lands in BC, 2004",federal-lands-in-bc-2004,Geographic,15c79123-1a99-4908-a819-80427a629022,3795a2cb-4550-409c-827c-4c507424b7d2,Environment Canada,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,federal lands in BC,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,"Federal lands in BC, 2004",64aeb2be-6303-41a1-bed2-eac787f9c50f,Data,REG_LEGAL_AND_ADMIN_BOUNDARIES.FEDERAL_LANDS_BC_LINE
BC Housing Directly Managed Properties,bc-housing-directly-managed-properties,Geographic,3c587231-4681-46c1-95ad-d5445eb7fa83,ac0d247a-edb7-4d72-9d3d-6181d2a0b696,Regional Operations - South Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Location of social housing that is owned and direc,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,BC Housing Directly Managed Properties,980f14a7-9a23-4584-bd44-ec139f71040b,Data,WHSE_IMAGERY_AND_BASE_MAPS.BCSH_BC_HOUSING_PROPERTIES_SVW
NOC and ITO Route System,noc-and-ito-route-system,Geographic,a94a54a4-3edb-4cfa-9fe4-02d07c373467,aa44dd04-942c-436c-b062-32ca32314ad9,Vancouver Olympic Organizing Committee,Economy,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Route networks for transporting National Olympic C,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,NOC and ITO Route System,d5f87d14-134f-49df-a9a9-78acfd0f7a2b,Data,WHSE_IMAGERY_AND_BASE_MAPS.DRP_OLY_RTE_NOC_ITO_SP
Pesticide Management Plan for Nootka Area - Polygon,pesticide-management-plan-for-nootka-area-polygon,Geographic,45443a8e-3f11-444b-88a0-63fa4033dbb7,e1706523-0e78-42e8-8334-0664833f20b0,Environmental Protection Division,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Pesticides Applied to these areas,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Pesticide Management Plan for Nootka Area - Polygon,a294baa9-c93f-40c8-8cfa-8dd45c1840ca,Data,REG_LEGAL_AND_ADMIN_BOUNDARIES.PESTICIDE_PLAN_NOOTKA_POLY
Caribou Recovery Areas - Polygons - Kootenay Region,caribou-recovery-areas-polygons-kootenay-region,Geographic,0a477a2e-5304-4716-bdbd-0e0edf60d539,817d6b31-8e66-435a-955e-2b055f08317a,Regional Operations - Kootenay Boundary,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Caribou Recovery Areas Polys for the Kootenay Regi,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Caribou Recovery Areas - Polygons - Kootenay Region,cbf20123-d539-415b-97b3-2972ddaa3b01,Data,REG_LAND_AND_NATURAL_RESOURCE.CARIBOU_RECOVERY_AREA_KOR_POLY
Predictive Ecosystem Mapping - Kootenay Lake Forest District,predictive-ecosystem-mapping-kootenay-lake-forest-district,Geographic,f01444c8-0414-4dc0-946f-655274bc23c5,817d6b31-8e66-435a-955e-2b055f08317a,Regional Operations - Kootenay Boundary,Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,Predictive Ecosystem Mapping for the Kootenay Lake,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Predictive Ecosystem Mapping - Kootenay Lake Forest District,f12ab2de-ab01-49f9-9572-84af9df97134,Data,REG_LAND_AND_NATURAL_RESOURCE.PEM_DKL_POLY
Ungulate Winter Range Capability for the East Kootenay.,ungulate-winter-range-capability-for-the-east-kootenay,Geographic,830174d6-fd14-41d2-b1c4-e0df176e0516,78d16981-8641-430b-b019-1a5e54ceb9bd,Fish and Wildlife Compensation Program,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,Ungulate Winter Range capability for the East Koot,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Ungulate Winter Range Capability for the East Kootenay.,22b728b9-deb3-4ce9-ad61-d604cf1d8f02,Data,WHSE_REG_INTERIOR.CB_UNGULATE_WINTER_RNG_CAP
Hiking Capability,hiking-capability,Geographic,68c2473e-d8b9-438f-9b47-c60a873db11b,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Hiking Capability,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Hiking Capability,f4f2af09-4683-47f7-b593-2f3aeec11b61,Data,REG_HUMAN_CULTURAL_ECONOMIC.HIKE_CAPABILITY_QC_POLY
Sport Fishing Streams,sport-fishing-streams,Geographic,096247a6-1b17-4902-a593-d999eefc2de3,521b87d0-306a-412e-bcab-8ea9f41ec539,"Fish, Wildlife and Habitat Management",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Sport Fishing Streams,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Sport Fishing Streams,2f9de4b7-90c3-4fd8-a0ee-636461aaab41,Data,REG_HUMAN_CULTURAL_ECONOMIC.FISHING_STREAMS_QC_LINE
Mtn Goat Summer Habitat Capability (PEM) - Golden TSA,mtn-goat-summer-habitat-capability-pem-golden-tsa,Geographic,fc2bc705-da4e-4cdd-ae34-68d948730c77,0a767a7d-761d-41d2-b2be-100472933042,Regional Operations,Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,Coverage describes summer habitat capabilities for,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Mtn Goat Summer Habitat Capability (PEM) - Golden TSA,132396ef-9b0e-43d6-9af4-e1c18cbfdd16,Data,REG_LAND_AND_NATURAL_RESOURCE.MTN_GOAT_SUM_HAB_PEM_TGD_POLY
Fish presence for the Regional District of Nanaimo,fish-presence-for-the-regional-district-of-nanaimo,Geographic,58cc9159-8fe9-4920-a0bc-c9129e5c0eb8,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,"Streams (arcs) from TRIM,GPS (PWS) &amp; DFO (FSH)",completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Fish presence for the Regional District of Nanaimo,1971cc78-a183-4a49-b106-b1994c1576c0,Data,REG_LAND_AND_NATURAL_RESOURCE.FISH_PRESENCE_RDN_LINE
"NTS BC Landcover Lines 1:250,000 - Digital Baseline Mapping (NTS)",nts-bc-landcover-lines-1-250-000-digital-baseline-mapping-nts,Geographic,0ec9c963-f866-4096-a4c7-5752605bfd59,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,SDE layer containing wooded areas.,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,"NTS BC Landcover Lines 1:250,000 - Digital Baseline Mapping (NTS)",0ff43878-ac98-4f7b-a0ea-a82da21c8197,Data,WHSE_BASEMAPPING.NTS_BC_LANDCOVER_LINES_125M
Elk (Cervus elaphus) Population Exchange Routes,elk-cervus-elaphus-population-exchange-routes,Geographic,b694190d-f822-43a8-8dc2-8b3de6c50204,78d16981-8641-430b-b019-1a5e54ceb9bd,Fish and Wildlife Compensation Program,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,Elk (Cervus elaphus) population exchange routes.,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Elk (Cervus elaphus) Population Exchange Routes,2f7e7fb3-6e1a-44d7-a9cd-d8d13fd70d9e,Data,WHSE_REG_INTERIOR.CB_ELK_POPULATION_EXCHANGE_RTE
Riparian Management Areas,riparian-management-areas,Geographic,f75a0fd6-8df2-4400-92ac-97de15ac1a21,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Riparian Management Areas,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Riparian Management Areas,3c0d55a7-f090-4981-8660-a42f30bc6da6,Data,REG_LAND_AND_NATURAL_RESOURCE.RIPARIAN_MANAGMENET_QC_POLY
"BC Provincial Boundaries Lines 1:2,000,000  (Digital Baseline Mapping)",bc-provincial-boundaries-lines-1-2-000-000-digital-baseline-mapping,Geographic,965006ca-02a9-47cd-9d83-222e99fc78f0,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,SDE Layer containing the provincial boundary.,completed,http://test.apps.gov.bc.ca/notice/edc/faq/,other,"BC Provincial Boundaries Lines 1:2,000,000  (Digital Baseline Mapping)",f6847949-375b-411a-ac0c-9c4d9fe398fd,Data,WHSE_BASEMAPPING.BC_PROV_BOUNDARIES_LINES_500M
FRBC Fish And Fish Habitat Inv Proj Areas 1996/97 SIR Lines,frbc-fish-and-fish-habitat-inv-proj-areas-1996-97-sir-lines,Geographic,c63d5e7d-5bb7-4c58-b1b8-0d940bb84d5a,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,A line coverage of FRBC Funded Fish and Fish Habit,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,FRBC Fish And Fish Habitat Inv Proj Areas 1996/97 SIR Lines,29b71770-61d4-43b4-9c3c-cf7f519a7f09,Data,REG_LAND_AND_NATURAL_RESOURCE.FISH_HAB_INV_1996_1997_LINE
Marine Territorial Limit (200 Mile Limit),marine-territorial-limit-200-mile-limit,Geographic,c05e86a1-6047-405f-a63e-71afb64db3b9,b6450a35-2fe0-46ea-a6c5-8f0470b63ca1,Natural Resources Canada,Natural Resources,Access Only,LOW-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,"Canadian marine border, British Columbia",completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Marine Territorial Limit (200 Mile Limit),d626480a-e73c-42e3-b477-fedcc08daeeb,Data,WHSE_ENVIRONMENTAL_MONITORING.NRC_FED_200MI_LIMITS
FRBC Fish And Fish Habitat Inv Proj Areas 2000/01 SIR Lines,frbc-fish-and-fish-habitat-inv-proj-areas-2000-01-sir-lines,Geographic,3f62f511-dac1-4ff5-850c-b8de56e09bc0,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,A line coverage of FRBC Funded Fish and Fish Habit,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,FRBC Fish And Fish Habitat Inv Proj Areas 2000/01 SIR Lines,a59f7948-1759-426f-a62b-d03971178421,Data,REG_LAND_AND_NATURAL_RESOURCE.FISH_HAB_INV_2000_2001_LINE
Olympic Venue Security Closure Areas,olympic-venue-security-closure-areas,Geographic,4e9aaf43-800e-494f-9bb9-c9a4e2c320e9,aa44dd04-942c-436c-b062-32ca32314ad9,Vancouver Olympic Organizing Committee,Economy,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Restricted access zones around venues during 2010 ,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Olympic Venue Security Closure Areas,523bd54f-801d-4c76-8ed3-22bc9eae9a43,Data,WHSE_IMAGERY_AND_BASE_MAPS.DRP_VENUE_CLOSURE_AREAS_SP
"Deer winter range for CIT, 250K, 2003",deer-winter-range-for-cit-250k-2003,Geographic,02b4b8da-deab-4c77-ae1d-2242cf55bd18,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Deer Winter Range Model for the Coast Information ,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,"Deer winter range for CIT, 250K, 2003",a1b01717-791a-4e3d-8738-93b4692cf958,Data,REG_LAND_AND_NATURAL_RESOURCE.DEER_WINTER_RANGE_CIT_POLY
Pacific Water & Trowbridge Shrew -  DSQ,pacific-water-trowbridge-shrew-dsq,Geographic,7078c5cc-e663-42be-8953-a08701a60317,521b87d0-306a-412e-bcab-8ea9f41ec539,"Fish, Wildlife and Habitat Management",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Potential Distribution for the Pacific Water &amp;,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Pacific Water & Trowbridge Shrew -  DSQ,3adbecf7-2efb-46dd-ab96-c9ec31ab87c1,Data,REG_LAND_AND_NATURAL_RESOURCE.PACIFIC_TROW_SHREW_DSQ_POLY
